transaction_id,agent_id,provider,area,timestamp,txn_type,amount,status,agent_cash_before,agent_cash_after,agent_provider_balance_before,agent_provider_balance_after,event_flag,case_status,day_type,customer_id,split,is_injected_anomaly,is_injected_data_fault,injected_scenario
txn_000016,agent_17,Nagad,Ambarkhana,2026-01-01 06:41:33,cash_in,1256.81,success,378099.68925568333,379356.49925568333,232422.68323893368,231165.87323893368,normal,,normal,cust_00388,calibration,False,False,
txn_000017,agent_08,Nagad,Bandarbazar,2026-01-01 06:43:53,cash_out,1887.07,success,355924.2592977831,354037.1892977831,228386.45265328587,230273.52265328588,normal,,normal,cust_00022,calibration,False,False,
txn_000018,agent_20,bKash,Chowhatta,2026-01-01 06:46:26,cash_out,1005.44,success,374702.8324165458,373697.3924165458,155439.8414980343,156445.2814980343,normal,,normal,cust_00067,calibration,False,False,
txn_000019,agent_01,Nagad,Zindabazar,2026-01-01 06:49:53,cash_in,3864.91,success,240584.6623999907,244449.5723999907,248588.440971645,244723.530971645,normal,,normal,cust_00115,calibration,False,False,
txn_000020,agent_06,bKash,Zindabazar,2026-01-01 07:18:50,cash_out,740.06,success,206611.94966119842,205871.88966119842,219610.6185860628,220350.6785860628,normal,,normal,cust_00058,calibration,False,False,
txn_000021,agent_05,bKash,Chowhatta,2026-01-01 07:24:22,cash_out,7848.39,success,334285.42792454833,326437.0379245483,195615.64383433893,203464.03383433894,normal,,normal,cust_00390,calibration,False,False,
txn_000022,agent_03,Nagad,Bandarbazar,2026-01-01 07:27:42,cash_in,2085.31,success,305932.2823313088,308017.5923313088,101613.3077501245,99527.9977501245,normal,,normal,cust_00339,calibration,False,False,
txn_000023,agent_10,bKash,Chowhatta,2026-01-01 07:44:16,cash_out,1976.2,success,348060.9633227431,346084.76332274306,135301.00967577094,137277.20967577095,normal,,normal,cust_00007,calibration,False,False,
txn_000024,agent_07,Nagad,Ambarkhana,2026-01-01 07:55:36,cash_in,1568.84,success,345726.12684389524,347294.96684389526,171820.9896582301,170252.1496582301,normal,,normal,cust_00133,calibration,False,False,
txn_000025,agent_18,Rocket,Bandarbazar,2026-01-01 07:55:37,cash_out,4759.13,success,266186.09325938876,261426.96325938875,153534.11436589013,158293.24436589013,normal,,normal,cust_00295,calibration,False,False,
txn_000026,agent_20,bKash,Chowhatta,2026-01-01 07:56:28,cash_out,1821.66,success,373697.3924165458,371875.7324165458,156445.2814980343,158266.9414980343,normal,,normal,cust_00172,calibration,False,False,
txn_000027,agent_03,Nagad,Bandarbazar,2026-01-01 08:10:20,cash_out,5063.37,success,308017.5923313088,302954.2223313088,99527.9977501245,104591.3677501245,normal,,normal,cust_00195,calibration,False,False,
txn_000028,agent_12,bKash,Ambarkhana,2026-01-01 08:16:11,cash_out,3472.02,success,281993.956503725,278521.936503725,168308.64423897714,171780.66423897713,normal,,normal,cust_00183,calibration,False,False,
txn_000029,agent_02,Nagad,Ambarkhana,2026-01-01 08:21:09,cash_out,405.33,success,321499.18111894856,321093.85111894854,200658.45566901937,201063.78566901936,normal,,normal,cust_00350,calibration,False,False,
txn_000030,agent_14,Nagad,Shibganj,2026-01-01 08:36:15,cash_in,2843.0,success,314426.82410370884,317269.82410370884,143925.9632714109,141082.9632714109,normal,,normal,cust_00063,calibration,False,False,
txn_000031,agent_19,bKash,Shibganj,2026-01-01 09:00:37,cash_in,1109.42,success,388348.0745201934,389457.4945201934,190673.86053551396,189564.44053551395,normal,,normal,cust_00317,calibration,False,False,
txn_000032,agent_16,Nagad,Zindabazar,2026-01-01 09:34:13,cash_in,957.1,success,258432.84909464416,259389.94909464417,106258.89862971142,105301.79862971141,normal,,normal,cust_00058,calibration,False,False,
txn_000033,agent_13,bKash,Bandarbazar,2026-01-01 09:36:22,cash_in,1520.42,success,245490.64565266343,247011.06565266344,250964.52655670806,249444.10655670805,normal,,normal,cust_00218,calibration,False,False,
txn_000034,agent_04,bKash,Shibganj,2026-01-01 09:36:40,cash_out,7658.85,success,372140.58703784284,364481.73703784286,230088.61624292948,237747.46624292948,normal,,normal,cust_00255,calibration,False,False,
txn_000035,agent_06,bKash,Zindabazar,2026-01-01 09:40:07,cash_in,3129.79,success,205871.88966119842,209001.67966119843,220350.6785860628,217220.8885860628,normal,,normal,cust_00063,calibration,False,False,
txn_000036,agent_01,bKash,Zindabazar,2026-01-01 09:46:02,cash_out,5979.85,success,244449.5723999907,238469.7223999907,223936.8431799193,229916.6931799193,normal,,normal,cust_00055,calibration,False,False,
txn_000037,agent_01,bKash,Zindabazar,2026-01-01 09:47:47,cash_in,3266.89,success,238469.7223999907,241736.6123999907,229916.6931799193,226649.80317991928,normal,,normal,cust_00110,calibration,False,False,
txn_000038,agent_08,Nagad,Bandarbazar,2026-01-01 09:49:25,cash_out,5636.54,success,354037.1892977831,348400.6492977831,230273.52265328588,235910.0626532859,normal,,normal,cust_00238,calibration,False,False,
txn_000039,agent_16,bKash,Zindabazar,2026-01-01 09:55:26,cash_in,8525.94,success,259389.94909464417,267915.88909464417,114349.86001082529,105823.92001082528,normal,,normal,cust_00283,calibration,False,False,
txn_000040,agent_11,bKash,Zindabazar,2026-01-01 10:01:21,cash_out,1145.36,success,326430.98272653855,325285.62272653857,187024.28640786515,188169.64640786513,normal,,normal,cust_00269,calibration,False,False,
txn_000041,agent_02,Rocket,Ambarkhana,2026-01-01 10:05:10,cash_out,727.25,success,321093.85111894854,320366.60111894854,235878.32053997926,236605.57053997926,normal,,normal,cust_00185,calibration,False,False,
txn_000042,agent_16,Nagad,Zindabazar,2026-01-01 10:05:57,cash_in,561.78,success,267915.88909464417,268477.6690946442,105301.79862971141,104740.01862971141,normal,,normal,cust_00246,calibration,False,False,
txn_000043,agent_14,Nagad,Shibganj,2026-01-01 10:10:34,cash_in,2161.74,success,317269.82410370884,319431.56410370884,141082.9632714109,138921.2232714109,normal,,normal,cust_00051,calibration,False,False,
txn_000044,agent_06,Nagad,Zindabazar,2026-01-01 10:12:00,cash_in,1794.14,success,209001.67966119843,210795.81966119845,120939.1327648401,119144.9927648401,normal,,normal,cust_00306,calibration,False,False,
txn_000045,agent_06,bKash,Zindabazar,2026-01-01 10:15:44,cash_in,5461.08,success,210795.81966119845,216256.89966119843,217220.8885860628,211759.8085860628,normal,,normal,cust_00194,calibration,False,False,
txn_000046,agent_14,Nagad,Shibganj,2026-01-01 10:18:15,cash_in,2928.3,success,319431.56410370884,322359.8641037088,138921.2232714109,135992.92327141092,normal,,normal,cust_00081,calibration,False,False,
txn_000047,agent_17,Rocket,Ambarkhana,2026-01-01 10:19:18,cash_in,2073.11,success,379356.49925568333,381429.6092556833,189782.3990350591,187709.2890350591,normal,,normal,cust_00081,calibration,False,False,
txn_000048,agent_19,Rocket,Shibganj,2026-01-01 10:23:23,cash_in,1833.55,success,389457.4945201934,391291.04452019336,169496.29509199128,167662.7450919913,normal,,normal,cust_00062,calibration,False,False,
txn_000049,agent_02,bKash,Ambarkhana,2026-01-01 10:41:42,cash_in,1574.23,success,320366.60111894854,321940.8311189485,200319.66782700477,198745.43782700476,normal,,normal,cust_00348,calibration,False,False,
txn_000050,agent_10,bKash,Chowhatta,2026-01-01 10:44:01,cash_in,295.99,success,346084.76332274306,346380.75332274305,137277.20967577095,136981.21967577096,normal,,normal,cust_00067,calibration,False,False,
txn_000051,agent_16,Nagad,Zindabazar,2026-01-01 10:49:51,cash_out,5753.22,success,268477.6690946442,262724.4490946442,104740.01862971141,110493.23862971141,normal,,normal,cust_00185,calibration,False,False,
txn_000052,agent_12,Nagad,Ambarkhana,2026-01-01 10:57:21,cash_in,3135.18,success,278521.936503725,281657.116503725,210119.4159333998,206984.23593339982,normal,,normal,cust_00289,calibration,False,False,
txn_000053,agent_02,Nagad,Ambarkhana,2026-01-01 10:58:48,cash_out,771.64,success,321940.8311189485,321169.1911189485,201063.78566901936,201835.42566901937,normal,,normal,cust_00303,calibration,False,False,
txn_000054,agent_13,Nagad,Bandarbazar,2026-01-01 10:59:00,cash_in,11361.22,success,247011.06565266344,258372.28565266344,174932.35801438504,163571.13801438504,normal,,normal,cust_00063,calibration,False,False,
txn_000055,agent_11,bKash,Zindabazar,2026-01-01 11:07:58,cash_in,382.73,success,325285.62272653857,325668.35272653855,188169.64640786513,187786.91640786512,normal,,normal,cust_00202,calibration,False,False,
txn_000056,agent_19,bKash,Shibganj,2026-01-01 11:08:40,cash_in,3262.45,success,391291.04452019336,394553.4945201934,189564.44053551395,186301.99053551393,normal,,normal,cust_00351,calibration,False,False,
txn_000057,agent_04,bKash,Shibganj,2026-01-01 11:12:59,cash_out,1462.1,success,364481.73703784286,363019.6370378429,237747.46624292948,239209.5662429295,normal,,normal,cust_00188,calibration,False,False,
txn_000058,agent_10,Nagad,Chowhatta,2026-01-01 11:15:29,cash_in,2856.29,success,346380.75332274305,349237.04332274303,249496.4762723136,246640.1862723136,normal,,normal,cust_00387,calibration,False,False,
txn_000059,agent_20,bKash,Chowhatta,2026-01-01 11:18:57,cash_out,3111.78,success,371875.7324165458,368763.95241654577,158266.9414980343,161378.7214980343,normal,,normal,cust_00180,calibration,False,False,
txn_000060,agent_15,bKash,Chowhatta,2026-01-01 11:20:26,cash_in,3629.98,success,358346.0024749607,361975.9824749607,179442.16581553454,175812.18581553453,normal,,normal,cust_00017,calibration,False,False,
txn_000061,agent_04,Rocket,Shibganj,2026-01-01 11:24:14,cash_out,1578.01,success,363019.6370378429,361441.6270378429,136484.04653658735,138062.05653658736,normal,,normal,cust_00316,calibration,False,False,
txn_000062,agent_08,bKash,Bandarbazar,2026-01-01 11:28:50,cash_in,983.88,success,348400.6492977831,349384.5292977831,243718.61197055684,242734.73197055684,normal,,normal,cust_00176,calibration,False,False,
txn_000063,agent_02,Nagad,Ambarkhana,2026-01-01 11:31:39,cash_out,1745.25,success,321169.1911189485,319423.9411189485,201835.42566901937,203580.67566901937,normal,,normal,cust_00319,calibration,False,False,
txn_000064,agent_11,Nagad,Zindabazar,2026-01-01 11:39:32,cash_out,2551.52,success,325668.35272653855,323116.83272653853,158104.0230916238,160655.54309162378,normal,,normal,cust_00125,calibration,False,False,
txn_000065,agent_19,Rocket,Shibganj,2026-01-01 11:39:59,cash_in,2019.8,success,394553.4945201934,396573.29452019336,167662.7450919913,165642.9450919913,normal,,normal,cust_00132,calibration,False,False,
txn_000066,agent_08,Nagad,Bandarbazar,2026-01-01 11:41:31,cash_in,1228.16,success,349384.5292977831,350612.6892977831,235910.0626532859,234681.90265328588,normal,,normal,cust_00385,calibration,False,False,
txn_000067,agent_16,bKash,Zindabazar,2026-01-01 11:43:23,cash_out,5057.2,success,262724.4490946442,257667.2490946442,105823.92001082528,110881.12001082528,normal,,normal,cust_00193,calibration,False,False,
txn_000068,agent_08,Nagad,Bandarbazar,2026-01-01 11:45:30,cash_in,2421.43,success,350612.6892977831,353034.11929778307,234681.90265328588,232260.4726532859,normal,,normal,cust_00009,calibration,False,False,
txn_000069,agent_14,Nagad,Shibganj,2026-01-01 11:48:56,cash_in,825.75,success,322359.8641037088,323185.6141037088,135992.92327141092,135167.17327141092,normal,,normal,cust_00063,calibration,False,False,
txn_000070,agent_20,Nagad,Chowhatta,2026-01-01 11:49:09,cash_in,2119.26,success,368763.95241654577,370883.2124165458,220378.7892146818,218259.5292146818,normal,,normal,cust_00391,calibration,False,False,
txn_000071,agent_02,Nagad,Ambarkhana,2026-01-01 11:49:10,cash_in,1664.22,success,319423.9411189485,321088.1611189485,203580.67566901937,201916.45566901937,normal,,normal,cust_00045,calibration,False,False,
txn_000072,agent_09,bKash,Shibganj,2026-01-01 11:54:07,cash_out,2238.25,success,312484.7881729959,310246.5381729959,224360.9555542377,226599.2055542377,normal,,normal,cust_00131,calibration,False,False,
txn_000073,agent_08,Nagad,Bandarbazar,2026-01-01 11:59:31,cash_in,2208.57,success,353034.11929778307,355242.6892977831,232260.4726532859,230051.90265328588,normal,,normal,cust_00031,calibration,False,False,
txn_000074,agent_16,bKash,Zindabazar,2026-01-01 12:00:01,cash_out,818.62,success,257667.2490946442,256848.62909464422,110881.12001082528,111699.74001082528,normal,,normal,cust_00256,calibration,False,False,
txn_000075,agent_12,Nagad,Ambarkhana,2026-01-01 12:00:27,cash_in,1459.96,success,281657.116503725,283117.076503725,206984.23593339982,205524.27593339983,normal,,normal,cust_00230,calibration,False,False,
txn_000076,agent_08,Nagad,Bandarbazar,2026-01-01 12:00:59,cash_in,5011.7,success,355242.6892977831,360254.3892977831,230051.90265328588,225040.20265328587,normal,,normal,cust_00202,calibration,False,False,
txn_000077,agent_06,bKash,Zindabazar,2026-01-01 12:03:14,cash_out,2221.76,success,216256.89966119843,214035.13966119842,211759.8085860628,213981.56858606281,normal,,normal,cust_00129,calibration,False,False,
txn_000078,agent_01,bKash,Zindabazar,2026-01-01 12:04:45,cash_out,2353.41,success,241736.6123999907,239383.2023999907,226649.80317991928,229003.2131799193,normal,,normal,cust_00036,calibration,False,False,
txn_000079,agent_20,Rocket,Chowhatta,2026-01-01 12:04:52,cash_in,2116.63,success,370883.2124165458,372999.8424165458,132266.86968420426,130150.23968420425,normal,,normal,cust_00387,calibration,False,False,
txn_000080,agent_19,Rocket,Shibganj,2026-01-01 12:09:56,cash_in,754.47,success,396573.29452019336,397327.76452019333,165642.9450919913,164888.4750919913,normal,,normal,cust_00081,calibration,False,False,
txn_000081,agent_06,bKash,Zindabazar,2026-01-01 12:11:50,cash_in,799.58,failed,214035.13966119842,214035.13966119842,213981.56858606281,213981.56858606281,normal,,normal,cust_00368,calibration,False,False,
txn_000082,agent_08,bKash,Bandarbazar,2026-01-01 12:12:08,cash_out,1085.72,success,360254.3892977831,359168.6692977831,242734.73197055684,243820.45197055684,normal,,normal,cust_00199,calibration,False,False,
txn_000083,agent_15,Nagad,Chowhatta,2026-01-01 12:17:09,cash_out,784.67,success,361975.9824749607,361191.3124749607,123567.23602467147,124351.90602467147,normal,,normal,cust_00036,calibration,False,False,
txn_000084,agent_02,Rocket,Ambarkhana,2026-01-01 12:20:45,cash_in,1697.54,success,321088.1611189485,322785.70111894846,236605.57053997926,234908.03053997926,normal,,normal,cust_00257,calibration,False,False,
txn_000085,agent_11,Rocket,Zindabazar,2026-01-01 12:21:01,cash_in,2072.28,success,323116.83272653853,325189.11272653856,246697.8111712788,244625.5311712788,normal,,normal,cust_00041,calibration,False,False,
txn_000086,agent_10,bKash,Chowhatta,2026-01-01 12:21:17,cash_in,3419.07,success,349237.04332274303,352656.11332274304,136981.21967577096,133562.14967577095,normal,,normal,cust_00166,calibration,False,False,
txn_000087,agent_18,Nagad,Bandarbazar,2026-01-01 12:24:48,cash_out,3823.77,success,261426.96325938875,257603.19325938876,179802.09966822917,183625.86966822916,normal,,normal,cust_00268,calibration,False,False,
txn_000088,agent_02,Nagad,Ambarkhana,2026-01-01 12:36:36,cash_out,1335.37,success,322785.70111894846,321450.33111894847,201916.45566901937,203251.82566901937,normal,,normal,cust_00203,calibration,False,False,
txn_000089,agent_05,bKash,Chowhatta,2026-01-01 12:36:45,cash_in,896.17,success,326437.0379245483,327333.2079245483,203464.03383433894,202567.86383433893,normal,,normal,cust_00036,calibration,False,False,
txn_000090,agent_05,bKash,Chowhatta,2026-01-01 12:39:32,cash_in,3005.4,success,327333.2079245483,330338.6079245483,202567.86383433893,199562.46383433894,normal,,normal,cust_00209,calibration,False,False,
txn_000091,agent_06,bKash,Zindabazar,2026-01-01 12:40:41,cash_in,519.21,success,214035.13966119842,214554.34966119842,213981.56858606281,213462.35858606282,normal,,normal,cust_00167,calibration,False,False,
txn_000092,agent_12,bKash,Ambarkhana,2026-01-01 12:45:45,cash_out,5390.05,success,283117.076503725,277727.02650372504,171780.66423897713,177170.71423897712,normal,,normal,cust_00142,calibration,False,False,
txn_000093,agent_06,Nagad,Zindabazar,2026-01-01 12:46:30,cash_in,2402.03,success,214554.34966119842,216956.3796611984,119144.9927648401,116742.96276484011,normal,,normal,cust_00002,calibration,False,False,
txn_000094,agent_12,Nagad,Ambarkhana,2026-01-01 12:48:53,cash_in,2247.44,failed,277727.02650372504,277727.02650372504,205524.27593339983,205524.27593339983,normal,,normal,cust_00172,calibration,False,False,
txn_000095,agent_15,Nagad,Chowhatta,2026-01-01 12:51:39,cash_out,3624.61,success,361191.3124749607,357566.7024749607,124351.90602467147,127976.51602467147,normal,,normal,cust_00363,calibration,False,False,
txn_000096,agent_03,bKash,Bandarbazar,2026-01-01 12:53:24,cash_out,1418.84,success,302954.2223313088,301535.3823313088,227157.6217196215,228576.4617196215,normal,,normal,cust_00220,calibration,False,False,
txn_000097,agent_07,Nagad,Ambarkhana,2026-01-01 12:57:35,cash_out,3154.16,success,347294.96684389526,344140.8068438953,170252.1496582301,173406.3096582301,normal,,normal,cust_00349,calibration,False,False,
txn_000098,agent_09,bKash,Shibganj,2026-01-01 12:58:09,cash_in,2039.69,success,310246.5381729959,312286.2281729959,226599.2055542377,224559.5155542377,normal,,normal,cust_00368,calibration,False,False,
txn_000099,agent_10,bKash,Chowhatta,2026-01-01 13:04:47,cash_in,557.39,success,352656.11332274304,353213.50332274305,133562.14967577095,133004.75967577094,normal,,normal,cust_00240,calibration,False,False,
txn_000100,agent_11,bKash,Zindabazar,2026-01-01 13:07:43,cash_in,3834.28,success,325189.11272653856,329023.3927265386,187786.91640786512,183952.63640786512,normal,,normal,cust_00285,calibration,False,False,
txn_000101,agent_04,Rocket,Shibganj,2026-01-01 13:08:40,cash_out,2676.72,success,361441.6270378429,358764.9070378429,138062.05653658736,140738.77653658736,normal,,normal,cust_00299,calibration,False,False,
txn_000102,agent_02,bKash,Ambarkhana,2026-01-01 13:10:28,cash_in,7462.01,success,321450.33111894847,328912.3411189485,198745.43782700476,191283.42782700475,normal,,normal,cust_00274,calibration,False,False,
txn_000103,agent_10,bKash,Chowhatta,2026-01-01 13:19:02,cash_in,1329.67,success,353213.50332274305,354543.17332274304,133004.75967577094,131675.08967577093,normal,,normal,cust_00179,calibration,False,False,
txn_000104,agent_18,bKash,Bandarbazar,2026-01-01 13:22:32,cash_out,3657.76,success,257603.19325938876,253945.43325938875,140425.59880918617,144083.35880918617,normal,,normal,cust_00032,calibration,False,False,
txn_000105,agent_13,bKash,Bandarbazar,2026-01-01 13:23:44,cash_out,2024.97,success,258372.28565266344,256347.31565266344,249444.10655670805,251469.07655670805,normal,,normal,cust_00028,calibration,False,False,
txn_000106,agent_14,Nagad,Shibganj,2026-01-01 13:23:59,cash_in,2935.1,success,323185.6141037088,326120.7141037088,135167.17327141092,132232.07327141092,normal,,normal,cust_00305,calibration,False,False,
txn_000107,agent_09,bKash,Shibganj,2026-01-01 13:24:01,cash_out,3027.9,success,312286.2281729959,309258.3281729959,224559.5155542377,227587.4155542377,normal,,normal,cust_00116,calibration,False,False,
txn_000108,agent_12,bKash,Ambarkhana,2026-01-01 13:25:10,cash_in,6905.64,success,277727.02650372504,284632.66650372505,177170.71423897712,170265.0742389771,normal,,normal,cust_00023,calibration,False,False,
txn_000109,agent_06,bKash,Zindabazar,2026-01-01 13:25:28,cash_in,2175.44,success,216956.3796611984,219131.81966119842,213462.35858606282,211286.91858606282,normal,,normal,cust_00190,calibration,False,False,
txn_000110,agent_20,bKash,Chowhatta,2026-01-01 13:26:45,cash_in,3023.47,success,372999.8424165458,376023.31241654576,161378.7214980343,158355.2514980343,normal,,normal,cust_00299,calibration,False,False,
txn_000111,agent_13,Rocket,Bandarbazar,2026-01-01 13:27:50,cash_in,819.7,success,256347.31565266344,257167.01565266345,119408.04187159496,118588.34187159497,normal,,normal,cust_00125,calibration,False,False,
txn_000112,agent_17,bKash,Ambarkhana,2026-01-01 13:29:17,cash_out,1755.46,success,381429.6092556833,379674.1492556833,169608.29099426715,171363.75099426715,normal,,normal,cust_00029,calibration,False,False,
txn_000113,agent_02,bKash,Ambarkhana,2026-01-01 13:30:41,cash_in,1047.45,success,328912.3411189485,329959.7911189485,191283.42782700475,190235.97782700474,normal,,normal,cust_00045,calibration,False,False,
txn_000114,agent_19,Nagad,Shibganj,2026-01-01 13:30:43,cash_out,732.77,success,397327.76452019333,396594.9945201933,172682.07014316364,173414.84014316363,normal,,normal,cust_00020,calibration,False,False,
txn_000115,agent_01,bKash,Zindabazar,2026-01-01 13:33:20,cash_in,3828.68,success,239383.2023999907,243211.8823999907,229003.2131799193,225174.5331799193,normal,,normal,cust_00174,calibration,False,False,
txn_000116,agent_15,Rocket,Chowhatta,2026-01-01 13:36:46,cash_in,2118.03,success,357566.7024749607,359684.73247496074,110057.0651279988,107939.0351279988,normal,,normal,cust_00044,calibration,False,False,
txn_000117,agent_10,Rocket,Chowhatta,2026-01-01 13:36:52,cash_out,2470.02,success,354543.17332274304,352073.153322743,143030.7754392834,145500.7954392834,normal,,normal,cust_00200,calibration,False,False,
txn_000118,agent_01,Nagad,Zindabazar,2026-01-01 13:39:59,cash_out,1691.13,success,243211.8823999907,241520.75239999068,244723.530971645,246414.660971645,normal,,normal,cust_00265,calibration,False,False,
txn_000119,agent_03,Nagad,Bandarbazar,2026-01-01 13:40:06,cash_out,976.35,success,301535.3823313088,300559.0323313088,104591.3677501245,105567.7177501245,normal,,normal,cust_00207,calibration,False,False,
txn_000120,agent_02,Nagad,Ambarkhana,2026-01-01 13:40:36,cash_in,3806.49,success,329959.7911189485,333766.2811189485,203251.82566901937,199445.33566901938,normal,,normal,cust_00317,calibration,False,False,
txn_000121,agent_17,Nagad,Ambarkhana,2026-01-01 13:41:36,cash_out,1012.47,success,379674.1492556833,378661.6792556833,231165.87323893368,232178.34323893368,normal,,normal,cust_00309,calibration,False,False,
txn_000122,agent_12,Nagad,Ambarkhana,2026-01-01 13:43:35,cash_in,1303.73,success,284632.66650372505,285936.39650372503,205524.27593339983,204220.54593339982,normal,,normal,cust_00128,calibration,False,False,
txn_000123,agent_01,Rocket,Zindabazar,2026-01-01 13:49:03,cash_in,2974.12,success,241520.75239999068,244494.87239999068,114750.89003085846,111776.77003085846,normal,,normal,cust_00173,calibration,False,False,
txn_000124,agent_18,bKash,Bandarbazar,2026-01-01 13:49:37,cash_out,4523.66,success,253945.43325938875,249421.77325938875,144083.35880918617,148607.01880918618,normal,,normal,cust_00157,calibration,False,False,
txn_000125,agent_16,bKash,Zindabazar,2026-01-01 13:59:00,cash_in,1702.92,success,256848.62909464422,258551.54909464423,111699.74001082528,109996.82001082528,normal,,normal,cust_00238,calibration,False,False,
txn_000126,agent_18,Nagad,Bandarbazar,2026-01-01 14:03:38,cash_out,1854.66,success,249421.77325938875,247567.11325938875,183625.86966822916,185480.52966822917,normal,,normal,cust_00341,calibration,False,False,
txn_000127,agent_01,bKash,Zindabazar,2026-01-01 14:06:05,cash_in,909.24,success,244494.87239999068,245404.11239999067,225174.5331799193,224265.2931799193,normal,,normal,cust_00286,calibration,False,False,
txn_000128,agent_01,Nagad,Zindabazar,2026-01-01 14:09:29,cash_in,3345.8,success,245404.11239999067,248749.91239999066,246414.660971645,243068.86097164502,normal,,normal,cust_00278,calibration,False,False,
txn_000129,agent_14,Rocket,Shibganj,2026-01-01 14:18:49,cash_out,568.69,success,326120.7141037088,325552.0241037088,170143.0193654971,170711.7093654971,normal,,normal,cust_00164,calibration,False,False,
txn_000130,agent_09,bKash,Shibganj,2026-01-01 14:22:40,cash_out,2021.61,success,309258.3281729959,307236.7181729959,227587.4155542377,229609.02555423768,normal,,normal,cust_00381,calibration,False,False,
txn_000131,agent_01,bKash,Zindabazar,2026-01-01 14:36:21,cash_out,762.58,success,248749.91239999066,247987.33239999067,224265.2931799193,225027.8731799193,normal,,normal,cust_00135,calibration,False,False,
txn_000132,agent_14,Rocket,Shibganj,2026-01-01 14:36:25,cash_out,2150.32,success,325552.0241037088,323401.7041037088,170711.7093654971,172862.02936549712,normal,,normal,cust_00017,calibration,False,False,
txn_000133,agent_19,bKash,Shibganj,2026-01-01 14:37:30,cash_in,3432.55,success,396594.9945201933,400027.5445201933,186301.99053551393,182869.44053551395,normal,,normal,cust_00333,calibration,False,False,
txn_000134,agent_05,Nagad,Chowhatta,2026-01-01 14:37:41,cash_out,2900.87,success,330338.6079245483,327437.73792454833,190230.38784349276,193131.25784349276,normal,,normal,cust_00084,calibration,False,False,
txn_000135,agent_15,bKash,Chowhatta,2026-01-01 14:38:51,cash_out,1663.65,success,359684.73247496074,358021.0824749607,175812.18581553453,177475.83581553452,normal,,normal,cust_00260,calibration,False,False,
